"back_camera","battery","display","name","price","ram"
"10.5","4385","6.1","GooglePixel8a128","149999","8"
"10.8","4600","6.3","GooglePixel9 128GB","189999","8"
"10.8","5050","6.7","GooglePixel9Pro256","259999","12"
"10.8","5050","6.8","GooglePixel9ProXL512","299999","16"
"10.8","5500","7.6","GooglePixel9ProFold512","399999","16"
"53","3700","6.41","OnePlus7","29999","6"
"76","3800","6.41","OnePlus7T","32999","6"
"72","4000","6.3","OnePlus7Pro","43999","6"
"66","4300","6.2","OnePlus8","36999","8"
"109","4510","6.1","OnePlus8Pro","43999","12"
"100","4500","6.1","OnePlus9","39999","8"
"69","4500","6.2","OnePlus9R","14999","8"
"108","4500","6.2","OnePlus9Pro","43999","12"
"120","6260","6.2","OnePlus13T","129999","16"
"120","6260","6.2","OnePlus13TA","114999","12"
"50","6100","6.2","OnePlusAce3","84999","16"
"50","6100","6.2","OnePlusAce3Pro","94999","16"
"60","5000","6.3","OnePlus10R","49999","12"
"106","5000","6.3","OnePlus10Pro","84999","12"
"74","5000","6.3","OnePlusAce2V","54999","16"
